,QueryName,ReleaseDate,RequiredAge,DLCCount,Metacritic,RecommendationCount,SteamSpyOwners,SteamSpyPlayersEstimate,AchievementCount,ControllerSupport,IsFree,SubscriptionAvail,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal,Reviews
10848,Glaive,Jul 26 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,2.99,2.99,Might be the most violent VR videogame weve seen yetUploadVR
10849,Whispers,Jul 29 2016,0,0,0,0,12734,7891,0,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,4.99,3.49, 
10855,Quip Anomaly,Aug 8 2016,0,0,0,0,717,538,21,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10857,Party Panic,Jul 28 2016,0,0,0,0,1973,1614,0,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,USD,16.99,16.99, 
10858,Going Up,Aug 1 2016,0,0,0,0,0,0,9,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,USD,9.99,9.99, 
10859,Sky Valley,Aug 4 2016,0,0,0,0,6995,4484,13,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,USD,1.99,1.99, 
10861,ORBITAL,Jul 27 2016,0,0,0,0,5380,4663,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10867,The Dungeons of Castle Madness,Aug 7 2016,0,0,0,0,0,0,19,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,USD,9.99,9.99, 
10868,Unexplored,Aug 10 2016,0,0,0,0,1255,1351,52,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,USD,9.99,9.99,Hey roguelike fans dont sleep on Unexplored. Its GOODVlambeers JWOverall Unexplored is a surprise hit and a total recommendation for all fans of rogue-lites/likes!Sp0nskaUnexplored didnt look so amazing before I played it but almost immediately I was having fun. It brings back feelings of the the old Zelda action rpg type games. Add the roguelike elements permadeath unidentified items potions and more and you have a winner.BumpyMcSquigums
10869,Pong Champion VR,Jul 26 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,USD,9.99,9.99, 
10870,DOGOS,Sep 6 2016,0,0,0,0,1435,1077,15,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,USD,11.99,11.99, 
10871,Baseball Mogul Diamond,Aug 9 2016,0,0,0,0,5560,1088,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,USD,14.99,14.99, 
10872,Tesla's Tower: The Wardenclyffe Mystery,Jul 29 2016,0,0,0,0,897,538,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,6.99,6.99, 
10874,Lily´s Epic Quest,Aug 15 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
10875,The Wizard's Lair,Aug 3 2016,0,0,0,0,1255,803,10,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,USD,4.99,4.99, 
10876,Black Sand Drift,Sep 8 2016,0,1,0,0,8609,5560,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10877,Gone In November,Aug 18 2016,0,1,0,233,12016,7533,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,0.99,0.99,Its a thought-provoking story about transience the rapid pace of change and abhorrent events conspiring against oneself. The developer treated this delicate topic with dignity. Wed like to see more of these kinds of games!http://www.xtgamer.de/en/2016/08/14/hands-on-with-gone-in-november-ultralight-beam-sanatory-hallways/Games are made for many reasons. Some exist merely to entertain others strive to tell a compelling tale and others still try to teach. Gone in November is a game that attempts to do two things at the same time - teach while telling a story.Ate BitI ett spel som Gone In November ar storyn det som spelar storst roll - och aven om spelet kan vara svart att tolka ibland och for vissa individer sa lyckas skaparen formedla kanslorna pa ett realistiskt satt nar allt kommer omkring.Eurogamer
10892,Zombitatos the end of the Pc master race,Sep 9 2016,0,0,0,0,3228,1614,0,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,USD,1.99,1.21, 
10893,BlackSmith HIT,Aug 5 2016,0,0,0,0,23315,15065,16,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10894,Fly and Destroy,Jul 29 2016,0,0,0,0,22598,9147,25,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,USD,1.99,1.99, 
10896,$1 Ride,Jul 28 2016,0,0,0,0,7353,4484,0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10899,NASCAR Heat Evolution,Sep 12 2016,0,10,0,0,1435,1255,53,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,59.99,59.99, 
10902,Haven,Aug 4 2016,0,0,0,0,5201,3587,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,USD,4.99,4.99,There are a few things I like about Haven but one is how youre dropped into the world without text dumps of back-back story and tedious information.N/A - Honest Gamers
10903,Sneak Thief,Aug 5 2016,0,0,0,0,13272,10761,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,USD,9.99,9.99, 
10904,CrapsVR,Aug 4 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,USD,9.99,9.99, 
10905,SCP 087. Re,Aug 17 2016,0,0,0,0,3587,544,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,USD,5.99,5.99, 
10906,ROD: Revolt Of Defense,Aug 12 2016,0,0,0,367,18832,15424,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,USD,0.99,0.99, 
10907,PROJECT XINATRA,Aug 8 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
10908,Aircraft War X,Aug 5 2016,0,0,0,0,54702,43582,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,USD,2.99,2.99, 
10909,Domino VR,Aug 3 2016,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,USD,3.99,3.99, 
10910,Painted Legend,Jul 28 2016,0,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
10911,Flat Heroes,Sep 8 2016,0,0,0,0,1076,808,0,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,14.99,14.99, 
10912,Won't You Be My Laser?,Sep 2 2016,0,0,0,0,8071,4304,25,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10913,Broken Armor,Aug 1 2016,0,1,0,0,0,0,22,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,2.99,2.99, 
10914,Meteor Crush VR,Aug 16 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10915,Mini Z Racers Turbo,Sep 6 2016,0,0,0,0,0,0,13,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,USD,4.99,4.99, 
10916,Beerman,Aug 3 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
10917,SizeBlock,Sep 2 2016,0,0,0,0,7174,5022,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10918,Handsome Mr. Frog,Aug 8 2016,0,1,0,0,897,1088,11,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10920,Super VR Trainer,Aug 31 2016,0,0,0,0,717,538,20,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,USD,9.99,9.99, 
10921,Spikit,Aug 9 2016,0,0,0,0,18114,10940,6,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10923,Gebub's Adventure,Aug 16 2016,0,0,0,0,1067,1067,5,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
10924,VRNinja,Sep 14 2016,0,0,0,0,897,1070,0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,USD,9.99,9.99,Watching other people bend twist and perform all sorts of Matrix-inspired moves is hilarious and great.The VR Shop
10926,Save Jesus,Aug 4 2016,0,0,0,0,39098,27261,17,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10927,Erusal,Aug 11 2016,0,0,0,0,5022,0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10928,Lethal Brutal Racing,Aug 5 2016,0,0,0,0,27799,12554,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,USD,5.99,5.99, 
10930,One Night Two Crazies,Aug 10 2016,0,0,0,0,897,1077,6,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,USD,0.99,0.99,The developers latest is a pretty simple-- and pretty scary-- game that brilliantly preys upon some of our worst thoughts and fears.4/5 - theXblig
10931,ThrounnelVR,Sep 15 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99, 
10932,Abandoned Hospital VR,Aug 3 2016,0,0,0,0,533,533,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,5.99,5.99, 
10933,TRESPASS - Episode 1,Aug 4 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,15.99,15.99, 
10934,GalaxIverse,Aug 16 2016,0,0,0,0,897,535,16,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,1.5,1.5, 
10935,God Simulator,Aug 3 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,USD,2.99,1.49, 
10937,In Celebration of Violence,Aug 12 2016,0,0,0,0,6098,3228,59,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,USD,7.99,7.99, 
10940,Evil Robots From N1M,Aug 5 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,1.95,1.95, 
10941,El Ninja,Aug 9 2016,0,1,0,150,35332,24212,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10942,Bumper,Sep 12 2016,0,0,0,0,533,533,0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,3.99,3.59, 
10944,Night Vigil,Aug 9 2016,0,0,0,0,4842,2511,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,4.99,4.99, 
10945,NightmareZ,Sep 8 2016,0,0,0,0,2332,1605,12,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,3.99,3.99,NightmareZ is a platformer which is rough around the edges.  Progressing through the stages themselves with the player characters majestic if clumsy movement is a blast.  The stage pickups are placed deliberately and in ways which require experimentation to collect rather than a linear progression of Keep moving right.4.2/10 - BLOTGAMING
10946,Pinga Ponga,Aug 2 2016,0,0,0,0,5380,3587,6,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99, 
10947,A Matter of Murder,Sep 1 2016,0,1,0,0,1067,533,22,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,2.99,2.99,A Matter Of Murder Makes A Strong Case At IndieCade East 2016idigitaltimesA Matter of Murder deftly weaves in rogue-like elements via a series of challenging logic puzzles. Add to this some beautifully stylized artwork and youll find yourself wondering where the last few hours of your life went.The Care and Feeding of NerdsIts like every murder mystery dinner you ever attended except way deadlier and way more fun. Trust us.Fem Hype
10949,Shiperoids,Aug 9 2016,0,0,0,0,808,533,0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10950,Worldy Cup,Aug 10 2016,0,0,0,0,0,0,0,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,USD,9.99,9.99, 
10951,New Yankee in King Arthur's Court 2,Aug 26 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,USD,3.99,3.99, 
10952,Power Link VR,Sep 9 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,USD,4.99,4.49,<> Shi Wan Ban  Tong Guan Gong Lue !Kao Yan Nai Xin He Ji Zhu De Shi Hou Dao Liao 5Xing  - You Ku Power Link VR - Der heisse Draht [Lets Play][Gameplay][German][HTC Vive][Virtual Reality]5Stars - Youtube
10953,NDE Rescue,Sep 1 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,USD,7.99,7.99, 
10954,Forgotten Heroes,Aug 12 2016,0,0,0,0,4125,3049,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,USD,0.99,0.99, 
10955,Super Destronaut,Aug 26 2016,0,0,0,0,538,535,0,True,False,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
